Type,Name,Chief,Address,Phone
牙醫診所,光仁牙醫診所,李光仁,宜蘭縣羅東鎮中山路三段３４８號,03-9545079
牙醫診所,詮佳牙醫診所,卓祐榆,宜蘭縣羅東鎮中山路三段409號,03-9566928
牙醫診所,啟誠牙醫診所,趙雪芬,宜蘭縣羅東鎮中山路三段４４０號,03-9562336
牙醫診所,左巴牙醫診所,陳茂斌,宜蘭縣羅東鎮中山路四段2號2樓之１,03-9510678
牙醫診所,健菖牙醫診所,傅志堅,宜蘭縣羅東鎮中正南路123-1號,03-9553578
牙醫診所,陳清輝牙科診所,陳清輝,宜蘭縣羅東鎮中正南路６７－２號,03-9564906
牙醫診所,文雅牙醫診所,張國文,宜蘭縣羅東鎮中正街１號,03-9575697
牙醫診所,中興牙醫診所,賴明農,宜蘭縣羅東鎮中正路２１２號,03-9550245
牙醫診所,林慧玲牙醫診所,林慧玲,宜蘭縣羅東鎮中華路68號,03-9556287
牙醫診所,延林牙醫診所,林志松,宜蘭縣羅東鎮公正路１０３號,03-9561999
牙醫診所,植新牙醫診所,朱軒成,宜蘭縣羅東鎮公正路116號1樓,03-9545303
牙醫診所,梁博文牙醫診所,梁博文,宜蘭縣羅東鎮公正路154號4樓,03-9556280
牙醫診所,名人牙醫診所,林伯璣,宜蘭縣羅東鎮公正路１６９號,03-9541898
牙醫診所,陳維德牙醫診所,陳維德,宜蘭縣羅東鎮公正路237號,03-9553481
牙醫診所,王平安牙醫診所,王平安,宜蘭縣羅東鎮公正路288號,03-9560299
牙醫診所,禮綸牙醫診所,莊禮綸,宜蘭縣羅東鎮公正路313號1樓,03-9519667
牙醫診所,多耐牙醫診所,彭維信,宜蘭縣羅東鎮公正路415號,03-9510012
牙醫診所,仲輝牙醫診所,邱仲輝,宜蘭縣羅東鎮天津路５7號,03-9573503
牙醫診所,順泰牙醫診所,郭茂寅,宜蘭縣羅東鎮民生路106號,03-9573332
牙醫診所,藍牙醫診所,藍纘富,宜蘭縣羅東鎮民生路１０７號,03-9540784
牙醫診所,東安牙醫診所,陳景崧,宜蘭縣羅東鎮民權路５６巷７號,03-9564233
牙醫診所,冠緯牙醫診所,吳冠緯,宜蘭縣羅東鎮光榮路497號1、2樓及495號2樓,03-9553689
牙醫診所,昭全牙醫診所,郭昭全,宜蘭縣羅東鎮居仁里南門路５６號,03-9567125
牙醫診所,林雪驊牙醫診所,林雪驊,宜蘭縣羅東鎮倉前路59號1樓,03-9566321
牙醫診所,李繼武牙醫診所,李繼武,宜蘭縣羅東鎮敬業路50號,03-9518858
牙醫診所,振仁牙醫診所,考尚德,宜蘭縣羅東鎮維揚路16號,03-9515837
牙醫診所,一心牙醫診所,劉乙諴,宜蘭縣羅東鎮維揚路71號1樓,03-9617887
牙醫診所,瑞祥牙醫診所,林瑞祥,宜蘭縣羅東鎮興東南路１４８號,03-9552797
牙醫診所,佳恩牙醫診所,廖幼玫,宜蘭縣羅東鎮興東南路157號,03-9567323
牙醫診所,李懷德牙醫診所,李懷德,宜蘭縣羅東鎮興東南路29號,03-9-531919
牙醫診所,康慧牙醫診所,廖志訓,宜蘭縣羅東鎮興東南路85號1、2樓,03-9574699
牙醫診所,頂尖牙醫診所,趙培喬,宜蘭縣羅東鎮興東路106號一、二樓,03-9565395
牙醫診所,許明哲牙醫診所,許明哲,宜蘭縣羅東鎮興東路156號,03-9565869
牙醫診所,鼎祐牙醫診所,周祐任,宜蘭縣羅東鎮興東路205號1樓,03-9530889
牙醫診所,陳鴻政牙醫診所,陳鴻政,宜蘭縣羅東鎮興東路２３７號,03-9556550
牙醫診所,周仁紅牙醫診所,周仁紅,宜蘭縣羅東鎮興東路257號,03-9530966
牙醫診所,黃牙醫診所,黃俊惟,宜蘭縣蘇澳鎮中山路1段137號,03-9955985
牙醫診所,陽明牙醫診所,楊家華,宜蘭縣蘇澳鎮光復路８號,03-9951315
牙醫診所,永安牙醫診所,張新榮,宜蘭縣蘇澳鎮南興路３０號,03-9967743
牙醫診所,新馬牙醫診所,林楷庭,宜蘭縣蘇澳鎮新馬路9號,03-9901181
牙醫診所,今日牙醫診所,周志明,宜蘭縣蘇澳鎮蘇北里中山路９２號,03-9960523
牙醫診所,全友牙醫診所,周建材,宜蘭縣宜蘭市新興路62號,03-9330238
